CO_PER_ROL,YEAR,CUSIP,CONAME,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,EXEC_MNAME,CEOANN
19227,2005,68823920,OSHKOSH CORP,Robert,Robert G. Bohn,Bohn,G.,CEO
19227,2006,68823920,OSHKOSH CORP,Robert,Robert G. Bohn,Bohn,G.,CEO
19227,2007,68823920,OSHKOSH CORP,Robert,Robert G. Bohn,Bohn,G.,CEO
19227,2008,68823920,OSHKOSH CORP,Robert,Robert G. Bohn,Bohn,G.,CEO
19227,2009,68823920,OSHKOSH CORP,Robert,Robert G. Bohn,Bohn,G.,CEO
19227,2010,68823920,OSHKOSH CORP,Robert,Robert G. Bohn,Bohn,G.,CEO
19228,2011,68823920,OSHKOSH CORP,Charles,Charles L. Szews,Szews,L.,CEO
19228,2012,68823920,OSHKOSH CORP,Charles,Charles L. Szews,Szews,L.,CEO
19228,2013,68823920,OSHKOSH CORP,Charles,Charles L. Szews,Szews,L.,CEO
19228,2014,68823920,OSHKOSH CORP,Charles,Charles L. Szews,Szews,L.,CEO
19228,2015,68823920,OSHKOSH CORP,Charles,Charles L. Szews,Szews,L.,CEO
43096,2016,68823920,OSHKOSH CORP,Wilson,Wilson R. Jones,Jones,R.,CEO
43096,2017,68823920,OSHKOSH CORP,Wilson,Wilson R. Jones,Jones,R.,CEO
17530,1998,68858210,OSTEOTECH INC,Richard,Richard W. Bauer,Bauer,W.,CEO
17530,1999,68858210,OSTEOTECH INC,Richard,Richard W. Bauer,Bauer,W.,CEO
17530,2000,68858210,OSTEOTECH INC,Richard,Richard W. Bauer,Bauer,W.,CEO
17530,2001,68858210,OSTEOTECH INC,Richard,Richard W. Bauer,Bauer,W.,CEO
17530,2002,68858210,OSTEOTECH INC,Richard,Richard W. Bauer,Bauer,W.,CEO
17530,2003,68858210,OSTEOTECH INC,Richard,Richard W. Bauer,Bauer,W.,CEO
17530,2004,68858210,OSTEOTECH INC,Richard,Richard W. Bauer,Bauer,W.,CEO
17530,2005,68858210,OSTEOTECH INC,Richard,Richard W. Bauer,Bauer,W.,CEO
29456,2006,68858210,OSTEOTECH INC,Sam,Sam Owusu-Akyaw,Owusu-Akyaw,,CEO
29456,2007,68858210,OSTEOTECH INC,Sam,Sam Owusu-Akyaw,Owusu-Akyaw,,CEO
29456,2008,68858210,OSTEOTECH INC,Sam,Sam Owusu-Akyaw,Owusu-Akyaw,,CEO
29456,2009,68858210,OSTEOTECH INC,Sam,Sam Owusu-Akyaw,Owusu-Akyaw,,CEO
6422,1994,68860510,O'SULLIVAN CORP,Arthur,Arthur H. Bryant II,Bryant II,H.,CEO
6423,1995,68860510,O'SULLIVAN CORP,James,James T. Holland,Holland,T.,CEO
6423,1996,68860510,O'SULLIVAN CORP,James,James T. Holland,Holland,T.,CEO
6423,1997,68860510,O'SULLIVAN CORP,James,James T. Holland,Holland,T.,CEO
6423,1998,68860510,O'SULLIVAN CORP,James,James T. Holland,Holland,T.,CEO
1700,1992,69002010,OUTBOARD MARINE CORP,James,James C. Chapman,Chapman,C.,CEO
1700,1993,69002010,OUTBOARD MARINE CORP,James,James C. Chapman,Chapman,C.,CEO
1700,1994,69002010,OUTBOARD MARINE CORP,James,James C. Chapman,Chapman,C.,CEO
9072,1995,69002010,OUTBOARD MARINE CORP,Harry,Harry W. Bowman,Bowman,W.,CEO
9072,1996,69002010,OUTBOARD MARINE CORP,Harry,Harry W. Bowman,Bowman,W.,CEO
15950,1997,69005710,OUTDOOR SYSTEMS INC,Arturo,Arturo R. Moreno,Moreno,R.,CEO
15950,1998,69005710,OUTDOOR SYSTEMS INC,Arturo,Arturo R. Moreno,Moreno,R.,CEO
25935,2002,69007010,OUTERWALL INC,David,David W. Cole,Cole,W.,CEO
25935,2003,69007010,OUTERWALL INC,David,David W. Cole,Cole,W.,CEO
25935,2004,69007010,OUTERWALL INC,David,David W. Cole,Cole,W.,CEO
25935,2005,69007010,OUTERWALL INC,David,David W. Cole,Cole,W.,CEO
25935,2006,69007010,OUTERWALL INC,David,David W. Cole,Cole,W.,CEO
25935,2007,69007010,OUTERWALL INC,David,David W. Cole,Cole,W.,CEO
25935,2008,69007010,OUTERWALL INC,David,David W. Cole,Cole,W.,CEO
38027,2009,69007010,OUTERWALL INC,Paul,Paul D. Davis,Davis,D.,CEO
38027,2010,69007010,OUTERWALL INC,Paul,Paul D. Davis,Davis,D.,CEO
38027,2011,69007010,OUTERWALL INC,Paul,Paul D. Davis,Davis,D.,CEO
38027,2012,69007010,OUTERWALL INC,Paul,Paul D. Davis,Davis,D.,CEO
43956,2013,69007010,OUTERWALL INC,J.,J. Scott Di Valerio,Di Valerio,Scott,CEO
43956,2014,69007010,OUTERWALL INC,J.,J. Scott Di Valerio,Di Valerio,Scott,CEO
53301,2015,69007010,OUTERWALL INC,Nora,Nora M. Denzel,Denzel,M.,CEO
3678,1993,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,1994,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,1995,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,1996,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,1997,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,1998,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,1999,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,2000,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,2001,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,2002,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
3678,2003,69036R86,OVERSEAS SHIPHOLDING GROUP,Morton,Morton P. Hyman,Hyman,P.,CEO
19401,2013,69036R86,OVERSEAS SHIPHOLDING GROUP,Robert,Robert E. Johnston,Johnston,E.,CEO
19401,2014,69036R86,OVERSEAS SHIPHOLDING GROUP,Robert,Robert E. Johnston,Johnston,E.,CEO
29417,2004,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
29417,2005,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
29417,2006,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
29417,2007,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
29417,2008,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
29417,2009,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
29417,2010,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
29417,2011,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
29417,2012,69036R86,OVERSEAS SHIPHOLDING GROUP,Morten,Morten Arntzen,Arntzen,,CEO
42516,2015,69036R86,OVERSEAS SHIPHOLDING GROUP,Ian,Ian T. Blackley,Blackley,T.,CEO
42516,2016,69036R86,OVERSEAS SHIPHOLDING GROUP,Ian,Ian T. Blackley,Blackley,T.,CEO
54657,2017,69036R86,OVERSEAS SHIPHOLDING GROUP,Samuel,Samuel H. Norton,Norton,H.,CEO
25597,2002,69039R10,OVERTURE SERVICES INC,Ted,Ted Meisel,Meisel,,CEO
6427,1994,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,1995,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,1996,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,1997,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,1998,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,1999,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,2000,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,2001,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,2002,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,2003,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6427,2004,69073210,OWENS & MINOR INC,G.,G. Gilmer Minor III,Minor III,Gilmer,CEO
6431,2005,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2006,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2007,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2008,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2009,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2010,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2011,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2012,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2013,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
6431,2014,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,R.,CEO
52544,2015,69073210,OWENS & MINOR INC,Paul,Paul Cody Phipps,Phipps,Cody,CEO
52544,2016,69073210,OWENS & MINOR INC,Paul,Paul Cody Phipps,Phipps,Cody,CEO
52544,2017,69073210,OWENS & MINOR INC,Paul,Paul Cody Phipps,Phipps,Cody,CEO
1705,1993,69074210,OWENS CORNING,Glen,Glen H. Hiner,Hiner,H.,CEO
1705,1994,69074210,OWENS CORNING,Glen,Glen H. Hiner,Hiner,H.,CEO
1705,1995,69074210,OWENS CORNING,Glen,Glen H. Hiner,Hiner,H.,CEO
1705,1996,69074210,OWENS CORNING,Glen,Glen H. Hiner,Hiner,H.,CEO
1705,1997,69074210,OWENS CORNING,Glen,Glen H. Hiner,Hiner,H.,CEO
1705,1998,69074210,OWENS CORNING,Glen,Glen H. Hiner,Hiner,H.,CEO
1705,1999,69074210,OWENS CORNING,Glen,Glen H. Hiner,Hiner,H.,CEO
1705,2000,69074210,OWENS CORNING,Glen,Glen H. Hiner,Hiner,H.,CEO
18680,2002,69074210,OWENS CORNING,David,David T. Brown,Brown,T.,CEO
18680,2005,69074210,OWENS CORNING,David,David T. Brown,Brown,T.,CEO
18680,2006,69074210,OWENS CORNING,David,David T. Brown,Brown,T.,CEO
18680,2007,69074210,OWENS CORNING,David,David T. Brown,Brown,T.,CEO
22897,2008,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2009,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2010,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2011,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2012,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2013,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2014,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2015,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2016,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
22897,2017,69074210,OWENS CORNING,Michael,Michael H. Thaman,Thaman,H.,CEO
10947,1996,69076840,OWENS-ILLINOIS INC,Joseph,Joseph H. Lemieux,Lemieux,H.,CEO
10947,1997,69076840,OWENS-ILLINOIS INC,Joseph,Joseph H. Lemieux,Lemieux,H.,CEO
10947,1998,69076840,OWENS-ILLINOIS INC,Joseph,Joseph H. Lemieux,Lemieux,H.,CEO
10947,1999,69076840,OWENS-ILLINOIS INC,Joseph,Joseph H. Lemieux,Lemieux,H.,CEO
10947,2000,69076840,OWENS-ILLINOIS INC,Joseph,Joseph H. Lemieux,Lemieux,H.,CEO
10947,2001,69076840,OWENS-ILLINOIS INC,Joseph,Joseph H. Lemieux,Lemieux,H.,CEO
10947,2002,69076840,OWENS-ILLINOIS INC,Joseph,Joseph H. Lemieux,Lemieux,H.,CEO
10947,2003,69076840,OWENS-ILLINOIS INC,Joseph,Joseph H. Lemieux,Lemieux,H.,CEO
29894,2004,69076840,OWENS-ILLINOIS INC,Steven,Steven R. McCracken,McCracken,R.,CEO
29894,2005,69076840,OWENS-ILLINOIS INC,Steven,Steven R. McCracken,McCracken,R.,CEO
29894,2006,69076840,OWENS-ILLINOIS INC,Steven,Steven R. McCracken,McCracken,R.,CEO
33044,2007,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
33044,2008,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
33044,2009,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
33044,2010,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
33044,2011,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
33044,2012,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
33044,2013,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
33044,2014,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
33044,2015,69076840,OWENS-ILLINOIS INC,Albert P.,Albert P. L. Stroucken,Stroucken,L.,CEO
50581,2016,69076840,OWENS-ILLINOIS INC,Andres,Andres Alberto Lopez,Lopez,Alberto,CEO
50581,2017,69076840,OWENS-ILLINOIS INC,Andres,Andres Alberto Lopez,Lopez,Alberto,CEO
12267,1996,69147110,OXFORD HEALTH PLANS INC,Stephen,Stephen F. Wiggins,Wiggins,F.,CEO
12267,1997,69147110,OXFORD HEALTH PLANS INC,Stephen,Stephen F. Wiggins,Wiggins,F.,CEO
16825,1998,69147110,OXFORD HEALTH PLANS INC,Norman,Norman C. Payson,Payson,C.,CEO
16825,1999,69147110,OXFORD HEALTH PLANS INC,Norman,Norman C. Payson,Payson,C.,CEO
16825,2000,69147110,OXFORD HEALTH PLANS INC,Norman,Norman C. Payson,Payson,C.,CEO
16825,2001,69147110,OXFORD HEALTH PLANS INC,Norman,Norman C. Payson,Payson,C.,CEO
16825,2002,69147110,OXFORD HEALTH PLANS INC,Norman,Norman C. Payson,Payson,C.,CEO
24055,2003,69147110,OXFORD HEALTH PLANS INC,Charles,Charles G. Berg,Berg,G.,CEO
6432,1993,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,1994,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,1995,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,1996,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,1997,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,1998,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,1999,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2000,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2001,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2002,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2003,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2004,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2005,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2006,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2007,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2008,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2009,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2010,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2011,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
6432,2012,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,Hicks,CEO
29809,2013,69149730,OXFORD INDUSTRIES INC,Thomas,"Thomas Caldecot Chubb, III","Chubb, III",Caldecot,CEO
29809,2014,69149730,OXFORD INDUSTRIES INC,Thomas,"Thomas Caldecot Chubb, III","Chubb, III",Caldecot,CEO
29809,2015,69149730,OXFORD INDUSTRIES INC,Thomas,"Thomas Caldecot Chubb, III","Chubb, III",Caldecot,CEO
29809,2016,69149730,OXFORD INDUSTRIES INC,Thomas,"Thomas Caldecot Chubb, III","Chubb, III",Caldecot,CEO
29809,2017,69149730,OXFORD INDUSTRIES INC,Thomas,"Thomas Caldecot Chubb, III","Chubb, III",Caldecot,CEO
55457,2010,69318G10,PBF ENERGY INC,Thomas,Thomas J. Nimbley,Nimbley,J.,CEO
55457,2011,69318G10,PBF ENERGY INC,Thomas,Thomas J. Nimbley,Nimbley,J.,CEO
55457,2012,69318G10,PBF ENERGY INC,Thomas,Thomas J. Nimbley,Nimbley,J.,CEO
55457,2013,69318G10,PBF ENERGY INC,Thomas,Thomas J. Nimbley,Nimbley,J.,CEO
55457,2014,69318G10,PBF ENERGY INC,Thomas,Thomas J. Nimbley,Nimbley,J.,CEO
55457,2015,69318G10,PBF ENERGY INC,Thomas,Thomas J. Nimbley,Nimbley,J.,CEO
55457,2016,69318G10,PBF ENERGY INC,Thomas,Thomas J. Nimbley,Nimbley,J.,CEO
55457,2017,69318G10,PBF ENERGY INC,Thomas,Thomas J. Nimbley,Nimbley,J.,CEO
20448,1999,69325Q10,PCTEL INC,Peter,Peter Chen,Chen,,CEO
20448,2000,69325Q10,PCTEL INC,Peter,Peter Chen,Chen,,CEO
22748,2001,69325Q10,PCTEL INC,William,William F. Roach,Roach,F.,CEO
24577,2002,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2003,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2004,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2005,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2006,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2007,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2008,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2009,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2010,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2011,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2012,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2013,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2014,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2015,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
24577,2016,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,H.,CEO
49390,2017,69325Q10,PCTEL INC,David,David A. Neumann,Neumann,A.,CEO
36365,2004,69327R10,PDC ENERGY INC,Steven,Steven R. Williams,Williams,R.,CEO
36365,2005,69327R10,PDC ENERGY INC,Steven,Steven R. Williams,Williams,R.,CEO
36365,2006,69327R10,PDC ENERGY INC,Steven,Steven R. Williams,Williams,R.,CEO
36365,2007,69327R10,PDC ENERGY INC,Steven,Steven R. Williams,Williams,R.,CEO
36367,2008,69327R10,PDC ENERGY INC,Richard,Richard W. McCullough,McCullough,W.,CEO
36367,2009,69327R10,PDC ENERGY INC,Richard,Richard W. McCullough,McCullough,W.,CEO
36367,2010,69327R10,PDC ENERGY INC,Richard,Richard W. McCullough,McCullough,W.,CEO
36759,2003,69327R10,PDC ENERGY INC,James,James N. Ryan,Ryan,N.,CEO
37973,2014,69327R10,PDC ENERGY INC,Barton,"Barton R. Brookman, Jr.","Brookman, Jr.",R.,CEO
37973,2015,69327R10,PDC ENERGY INC,Barton,"Barton R. Brookman, Jr.","Brookman, Jr.",R.,CEO
37973,2016,69327R10,PDC ENERGY INC,Barton,"Barton R. Brookman, Jr.","Brookman, Jr.",R.,CEO
37973,2017,69327R10,PDC ENERGY INC,Barton,"Barton R. Brookman, Jr.","Brookman, Jr.",R.,CEO
45910,2011,69327R10,PDC ENERGY INC,James,James M. Trimble,Trimble,M.,CEO
45910,2012,69327R10,PDC ENERGY INC,James,James M. Trimble,Trimble,M.,CEO
45910,2013,69327R10,PDC ENERGY INC,James,James M. Trimble,Trimble,M.,CEO
56323,2007,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2008,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2009,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2010,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2011,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2012,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2013,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2014,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2015,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2016,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
56323,2017,69328210,PDF SOLUTIONS INC,John,John K. Kibarian,Kibarian,K.,CEO
8270,1994,69329Y10,PDL BIOPHARMA INC,Laurence,Laurence Jay Korn,Korn,Jay,CEO
8270,1995,69329Y10,PDL BIOPHARMA INC,Laurence,Laurence Jay Korn,Korn,Jay,CEO
8270,1996,69329Y10,PDL BIOPHARMA INC,Laurence,Laurence Jay Korn,Korn,Jay,CEO
8270,1997,69329Y10,PDL BIOPHARMA INC,Laurence,Laurence Jay Korn,Korn,Jay,CEO
8270,1998,69329Y10,PDL BIOPHARMA INC,Laurence,Laurence Jay Korn,Korn,Jay,CEO
8270,1999,69329Y10,PDL BIOPHARMA INC,Laurence,Laurence Jay Korn,Korn,Jay,CEO
8270,2000,69329Y10,PDL BIOPHARMA INC,Laurence,Laurence Jay Korn,Korn,Jay,CEO
8270,2001,69329Y10,PDL BIOPHARMA INC,Laurence,Laurence Jay Korn,Korn,Jay,CEO
8273,2002,69329Y10,PDL BIOPHARMA INC,Douglas,Douglas O. Ebersole,Ebersole,O.,CEO
25657,2003,69329Y10,PDL BIOPHARMA INC,Mark,Mark D. McDade,McDade,D.,CEO
25657,2004,69329Y10,PDL BIOPHARMA INC,Mark,Mark D. McDade,McDade,D.,CEO
25657,2005,69329Y10,PDL BIOPHARMA INC,Mark,Mark D. McDade,McDade,D.,CEO
25657,2006,69329Y10,PDL BIOPHARMA INC,Mark,Mark D. McDade,McDade,D.,CEO
25657,2007,69329Y10,PDL BIOPHARMA INC,Mark,Mark D. McDade,McDade,D.,CEO
37909,2009,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37909,2010,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37909,2011,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37909,2012,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37909,2013,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37909,2014,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37909,2015,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37909,2016,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37909,2017,69329Y10,PDL BIOPHARMA INC,John,John Peter McLaughlin,McLaughlin,Peter,CEO
37911,2008,69329Y10,PDL BIOPHARMA INC,Faheem,Faheem Hasnain,Hasnain,,CEO
1726,1992,69331C10,PG&E CORP,Richard,Richard A. Clarke,Clarke,A.,CEO
1726,1993,69331C10,PG&E CORP,Richard,Richard A. Clarke,Clarke,A.,CEO
1727,1994,69331C10,PG&E CORP,Stanley,Stanley T. Skinner,Skinner,T.,CEO
1727,1995,69331C10,PG&E CORP,Stanley,Stanley T. Skinner,Skinner,T.,CEO
1727,1996,69331C10,PG&E CORP,Stanley,Stanley T. Skinner,Skinner,T.,CEO
4895,1997,69331C10,PG&E CORP,Robert,"Robert D. Glynn, Jr.","Glynn, Jr.",D.,CEO
4895,1998,69331C10,PG&E CORP,Robert,"Robert D. Glynn, Jr.","Glynn, Jr.",D.,CEO
4895,1999,69331C10,PG&E CORP,Robert,"Robert D. Glynn, Jr.","Glynn, Jr.",D.,CEO
4895,2000,69331C10,PG&E CORP,Robert,"Robert D. Glynn, Jr.","Glynn, Jr.",D.,CEO
4895,2001,69331C10,PG&E CORP,Robert,"Robert D. Glynn, Jr.","Glynn, Jr.",D.,CEO
4895,2002,69331C10,PG&E CORP,Robert,"Robert D. Glynn, Jr.","Glynn, Jr.",D.,CEO
4895,2003,69331C10,PG&E CORP,Robert,"Robert D. Glynn, Jr.","Glynn, Jr.",D.,CEO
4895,2004,69331C10,PG&E CORP,Robert,"Robert D. Glynn, Jr.","Glynn, Jr.",D.,CEO
21738,2005,69331C10,PG&E CORP,Peter,Peter A. Darbee,Darbee,A.,CEO
21738,2006,69331C10,PG&E CORP,Peter,Peter A. Darbee,Darbee,A.,CEO
21738,2007,69331C10,PG&E CORP,Peter,Peter A. Darbee,Darbee,A.,CEO
21738,2008,69331C10,PG&E CORP,Peter,Peter A. Darbee,Darbee,A.,CEO
21738,2009,69331C10,PG&E CORP,Peter,Peter A. Darbee,Darbee,A.,CEO
21738,2010,69331C10,PG&E CORP,Peter,Peter A. Darbee,Darbee,A.,CEO
45265,2011,69331C10,PG&E CORP,C.,C. Lee Cox,Cox,Lee,CEO
45266,2012,69331C10,PG&E CORP,Anthony,"Anthony F. Earley, Jr.","Earley, Jr.",F.,CEO
