CO_PER_ROL,CUSIP,CONAME,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,YEAR,TWITTER,T_NAME,Search Date,company related,personal related,Note,
22977,86037210,STEWART INFORMATION SERVICES,Malcolm,Malcolm S. Morris,Morris,2008,X,X,2019/1/25,,,,
28525,46574110,ITRON INC,Malcolm,Malcolm Unsworth,Unsworth,2011,X,X,2019/1/25,,,,
35733,02503Y10,AMERICAN CAPITAL LTD,Malon,Malon Wilkus,Wilkus,2015,X,X,2019/1/25,,,,
46554,31561610,F5 NETWORKS INC,Manuel,Manuel F. Rivelo,Rivelo,2015,X,X,2019/1/25,,,,
33312,09227Q10,BLACKBAUD INC,Marc,Marc E. Chardon,Chardon,2013,https://twitter.com/MarcChardon,ChardonMarc,2019/1/25,9,11,,
39299,09057G60,BIO REFERENCE LABS,Marc,"Marc D. Grodman, M.D.","Grodman, M.D.",2014,X,X,2019/1/25,,,,
51041,42983D10,HIGHER ONE HOLDINGS INC,Marc,Marc Sheinbaum,Sheinbaum,2015,X,X,2019/1/25,,,,
55790,92886T20,VONAGE HOLDINGS CORP,Marc,Marc P. Lefar,Lefar,2014,X,X,2019/1/25,,,,
44895,68375710,OPNET TECHNOLOGIES INC,Marc,Marc A. Cohen,Cohen,2011,X,X,2019/1/25,,,,
22837,37373010,GERBER SCIENTIFIC INC,Marc,Marc T. Giles,Giles,2010,X,X,2019/1/25,,,,
42922,43258910,HILLSHIRE BRANDS CO,Marcel H.,Marcel H. M. Smits,Smits,2011,X,X,2019/1/25,,,,
16529,27864210,EBAY INC,Margaret,Margaret Cushing Whitman,Whitman,2007,https://twitter.com/MegWhitman,MegWhitman,2019/1/25,14,6,"??ebay,????Quibi& HP,???????????????",
52166,75524W10,RE/MAX HOLDINGS INC,Margaret,Margaret M. Kelly,Kelly,2014,X,X,2019/1/25,,,,
45166,40434L10,HP INC,Margaret,Margaret Cushing Whitman,Whitman,2015,https://twitter.com/MegWhitman,MegWhitman,2019/1/25,14,6,?1792???,
21774,88355610,THERMO FISHER SCIENTIFIC INC,Marijn,Marijn E. Dekkers,Dekkers,2009,X,X,2019/1/25,,,,
35574,90278810,UMB FINANCIAL CORP,Mariner,Mariner Kemper,Kemper,2016,https://twitter.com/MarinerKemper,MarinerKemper,2019/1/25,6,14,,
58356,34637510,FORMFACTOR INC,Mario,Mario Ruscev,Ruscev,2009,X,X,2019/1/25,,,,
47607,2134610,ALTABA INC,Marissa,Marissa A. Mayer,Mayer,2016,https://twitter.com/marissamayer,marissamayer,2019/1/25,,,,
38544,22674V50,CRITICAL PATH INC,Mark,Mark J. Ferrer,Ferrer,2006,X,X,2019/1/26,,,,
34551,24230910,DEALERTRACK TECHNOLOGIES INC,Mark,Mark F. O'Neil,O'Neil,2014,X,X,2019/1/26,,,,
38540,22674V50,CRITICAL PATH INC,Mark,Mark E. Palomba,Palomba,2007,X,X,2019/1/26,,,,
32824,74006510,PREPAID LEGAL SERVICES INC,Mark,Mark Brown,Brown,2010,X,X,2019/1/26,,,,
1623,65410610,NIKE INC -CL B,Mark,Mark G. Parker,Parker,2016,X,X,2019/1/26,,,,
17192,819010,AFFILIATED COMPUTER SERVICES,Mark,Mark A. King,King,2006,X,X,2019/1/26,,,,
38352,86768K10,SUNRISE SENIOR LIVING INC,Mark,Mark S. Ordan,Ordan,2011,X,X,2019/1/26,,,,
29188,25786720,DONNELLEY (R R) & SONS CO,Mark,Mark Alan Angelson,Angelson,2006,X,X,2019/1/26,,,,
29419,74971X10,RRI ENERGY INC,Mark,Mark M. Jacobs,Jacobs,2009,X,X,2019/1/26,,,,
50694,93964W10,WASHINGTON PRIME GROUP INC,Mark,Mark S. Ordan,Ordan,2014,X,X,2019/1/26,,,,
19977,92552V10,VIASAT INC,Mark,Mark D. Dankberg,Dankberg,2016,https://twitter.com/Fake_Dank,Fake_Dank,2019/1/26,2,1,,
33868,16104810,CHARLOTTE RUSSE HOLDING INC,Mark,Mark A. Hoffman,Hoffman,2008,X,X,2019/1/26,,,,
33842,30325010,FAIR ISAAC CORP,Mark,"Mark N. Greene, Ph.D.","Greene, Ph.D.",2011,https://twitter.com/MarkNGreene,MarkNGreene,2019/1/26,0,2,,
51379,92837710,VISTA OUTDOOR INC,Mark,Mark W. DeYoung,DeYoung,2016,X,X,2019/1/26,,,,
17173,9367110,BLOCK H & R INC,Mark,Mark A. Ernst,Ernst,2007,X,X,2019/1/26,,,,
26657,78423R10,SHFL ENTERTAINMENT INC,Mark,"Mark Yoseloff, Ph.D.","Yoseloff, Ph.D.",2008,X,X,2019/1/26,,,,
27946,68557N10,ORBITAL ATK INC,Mark,Mark W. DeYoung,DeYoung,2013,X,X,2019/1/26,,,,
15928,17737610,CITRIX SYSTEMS INC,Mark,Mark B. Templeton,Templeton,2015,https://twitter.com/markbtempleton,markbtempleton,2019/1/26,18,2,,
23158,88954210,TOLLGRADE COMMUNICATIONS INC,Mark,Mark B. Peterson,Peterson,2007,X,X,2019/1/26,,,,
23529,57183710,MARSHALL & ILSLEY CORP,Mark,Mark F. Furlong,Furlong,2010,X,X,2019/1/26,,,,
3736,74018910,PRECISION CASTPARTS CORP,Mark,Mark Donegan,Donegan,2014,X,X,2019/1/26,,,,
16098,89102710,TORCHMARK CORP,Mark,Mark S. McAndrew,McAndrew,2011,X,X,2019/1/26,,,,
1725,69371810,PACCAR INC,Mark,Mark C. Pigott,Pigott,2013,X,X,2019/1/27,,,,
24868,00508X20,ACTUANT CORP -CL A,Mark,Mark E. Goldstein,Goldstein,2015,X,X,2019/1/27,,,,
41770,37718510,GLASSBRIDGE ENTERPRISES INC,Mark,Mark E. Lucas,Lucas,2015,X,X,2019/1/27,,,,
35480,96823520,WILHELMINA INTERNATIONAL INC,Mark,Mark Edward Schwarz,Schwarz,2012,X,X,2019/1/27,,,,
21653,56510510,MAPINFO CORP,Mark,Mark P. Cattini,Cattini,2006,X,X,2019/1/27,,,,
46184,96822320,WILEY (JOHN) & SONS -CL A,Mark,Mark J. Allin,Allin,2016,X,X,2019/1/27,,,,
25657,69329Y10,PDL BIOPHARMA INC,Mark,Mark D. McDade,McDade,2007,X,X,2019/1/27,,,,
25865,85891210,STERICYCLE INC,Mark,Mark C. Miller,Miller,2012,X,X,2019/1/27,,,,
12015,45174J10,IHEARTMEDIA INC,Mark,Mark Pitman Mays,Mays,2010,X,X,2019/1/27,,,,
26272,23330X10,DRS TECHNOLOGIES INC,Mark,Mark S. Newman,Newman,2007,X,X,2019/1/27,,,,
30005,4532710,ASPEN TECHNOLOGY INC,Mark,Mark E. Fusco,Fusco,2013,X,X,2019/1/27,,,,
16772,66765510,NORTHWEST NATURAL GAS CO,Mark,Mark S. Dodson,Dodson,2008,X,X,2019/1/27,,,,
46042,88023U10,TEMPUR SEALY INTL INC,Mark,Mark A. Sarvary,Sarvary,2015,X,X,2019/1/27,,,,
43581,74112D10,PRESTIGE BRANDS HOLDINGS,Mark,Mark Pettie,Pettie,2008,X,X,2019/1/27,,,,
52380,98933Q10,ZELTIQ AESTHETICS INC,Mark,Mark J. Foley,Foley,2016,X,X,2019/1/27,,,,
20791,46631310,JABIL INC,Mark,Mark T. Mondello,Mondello,2016,X,X,2019/1/27,,,,
27944,52490110,LEGG MASON INC,Mark,Mark Raymond Fetting,Fetting,2012,X,X,2019/1/27,,,,
25780,33793070,FLAGSTAR BANCORP INC,Mark,Mark T. Hammond,Hammond,2009,X,X,2019/1/27,,,,
44933,42983D10,HIGHER ONE HOLDINGS INC,Mark,Mark Volchek,Volchek,2013,X,X,2019/1/27,,,,
51462,29426810,EPLUS INC,Mark,Mark P. Marron,Marron,2016,X,X,2019/1/27,,,,
30132,40434L10,HP INC,Mark,Mark Vincent Hurd,Hurd,2010,https://twitter.com/MarkVHurd,MarkVHurd,2019/1/27,18,2,"??oracle CEO,?????WORK- related???oracle??",
19565,88034910,TENNECO INC,Mark,Mark P. Frissora,Frissora,2006,https://twitter.com/CaesarsCEO,CaesarsCEO,2019/1/27,0,0,"no tweets, but the intro shows the Caesars CEO",
47585,40399H00,GYMBOREE CORP,Mark,Mark Breitbard,Breitbard,2016,https://twitter.com/MBreitbard/likes,MBreitbard,2019/1/27,?,?,"Exact the CEO, while the account is protetced",
47632,87685110,TAYLOR CAPITAL GROUP INC,Mark,Mark A. Hoppe,Hoppe,2013,X,X,2019/1/27,,,,
33249,09578R10,BLUE NILE INC,Mark,Mark Christopher Vadon,Vadon,2007,X,X,2019/1/27,,,,
31573,91126820,UNITED ONLINE INC,Mark,Mark R. Goldston,Goldston,2013,X,X,2019/1/27,,,,
31366,34354P10,FLOWSERVE CORP,Mark,Mark A. Blinn,Blinn,2016,X,X,2019/1/27,,,,
8564,78454L10,SM ENERGY CO,Mark,Mark A. Hellerstein,Hellerstein,2006,X,X,2019/1/27,,,,
18853,1265310,ALBEMARLE CORP,Mark,Mark C. Rohr,Rohr,2011,https://twitter.com/MarkRohr3/following,MarkRohr3,2019/1/27,0,0,"NO tweets,think so coz the account follow Albemarle Corp.",
9313,26875P10,EOG RESOURCES INC,Mark,Mark G. Papa,Papa,2012,X,X,2019/1/27,,,,
44430,83269640,SMUCKER (JM) CO,Mark,Mark T. Smucker,Smucker,2016,X,X,2019/1/27,,,,
48661,76973Q10,ROADRUNNER TRANS SYSTEMS INC,Mark,Mark A. DiBlasi,DiBlasi,2015,X,X,2019/1/27,,,,
44443,68389X10,ORACLE CORP,Mark,Mark Vincent Hurd,Hurd,2015,https://twitter.com/MarkVHurd,MarkVHurd,2019/1/27,18,2,?1841???,
33462,9.23E+14,VERISIGN INC,Mark,Mark D. McLaughlin,McLaughlin,2011,https://twitter.com/MarkatPANW,MarkatPANW,2019/1/27,19,1,"??Palo Alto Ntwks CEO,????????TWEETS???????",
31765,45746120,INLAND REAL ESTATE CORP,Mark,"Mark E. Zalatoris, CPA","Zalatoris, CPA",2015,X,X,2019/1/27,,,,
8613,82488910,SHOE CARNIVAL INC,Mark,Mark L. Lemond,Lemond,2012,X,X,2019/1/27,,,,
47893,G5785G10,MALLINCKRODT PLC,Mark,Mark Christopher Trudeau,Trudeau,2016,X,X,2019/1/27,,,,
33475,30226D10,EXTREME NETWORKS INC,Mark,Mark A. Canepa,Canepa,2009,https://twitter.com/CanepaMark,CanepaMark,2019/1/27,1,18,,
33035,89592510,TRIAD GUARANTY INC,Mark,Mark Kristian Tonnesen,Tonnesen,2008,X,X,2019/1/27,,,,
31164,83001A10,SIX FLAGS ENTERTAINMENT CORP,Mark,Mark S. Shapiro,Shapiro,2009,X,X,2019/1/27,,,,
30827,34537086,FORD MOTOR CO,Mark,Mark Fields,Fields,2016,X,X,2019/1/29,,,,
30660,30372610,FAIRCHILD SEMICONDUCTOR INTL,Mark,"Mark S. Thompson, Ph.D.","Thompson, Ph.D.",2015,X,X,2019/1/29,,,,
44383,1877230,ALLIANCE ONE INTL INC,Mark,Mark W. Kehaya,Kehaya,2012,X,X,2019/1/29,,,,
30712,65122910,NEWELL BRANDS INC,Mark,Mark D. Ketchum,Ketchum,2011,X,X,2019/1/29,,,,
20358,48917010,KENNAMETAL INC,Markos,Markos I. Tambakeras,Tambakeras,2006,https://twitter.com/tambakeras/following,tambakeras,2019/1/29,0,0,"?????(????????, but no tweets, ?follow?????????)",
11879,38238810,GOODRICH CORP,Marshall,Marshall O. Larsen,Larsen,2011,X,X,2019/1/29,,,,
3493,58499D93,MEDIA GENERAL INC -OLD,Marshall,Marshall N. Morton,Morton,2012,https://twitter.com/MMortonMG,MMortonMG,2019/1/29,0,1,,
28073,70432610,PAYCHEX INC,Martin,Martin Mucci,Mucci,2016,X,X,2019/1/29,,,,
35945,3209510,AMPHENOL CORP,Martin,Martin H. Loeffler,Loeffler,2008,X,X,2019/1/29,,,,
23358,23156110,CURTISS-WRIGHT CORP,Martin,Martin R. Benante,Benante,2013,X,X,2019/1/29,,,,
17431,90323610,URS CORP,Martin,Martin M. Koffel,Koffel,2013,X,X,2019/1/29,,,,
22059,43129410,HILB ROGAL & HOBBS CO,Martin,"Martin L. Vaughan, III","Vaughan, III",2007,X,X,2019/1/29,,,,
30481,60107310,MILLIPORE CORP,Martin,Martin D. Madaus,Madaus,2009,X,X,2019/1/29,,,,
52934,94770V10,WEBMD HEALTH CORP,Martin,Martin J. Wygod,Wygod,2016,X,X,2019/1/29,,,,
27948,00847J10,AGILYSYS INC,Martin,Martin F. Ellis,Ellis,2010,X,X,2019/1/29,,,,
3966,81732010,SEQUA CORP -CL A,Martin,Martin Weinstein,Weinstein,2006,X,X,2019/1/29,,,,
38336,62877810,N B T BANCORP INC,Martin,Martin Alan Dietrich,Dietrich,2016,X,X,2019/1/29,,,,
35970,54414710,LORILLARD INC,Martin,Martin L. Orlowsky,Orlowsky,2010,X,X,2019/1/29,,,,
24577,69325Q10,PCTEL INC,Martin,Martin H. Singer,Singer,2016,X,X,2019/1/29,,,,
21776,55269010,MDU RESOURCES GROUP INC,Martin,Martin A. White,White,2006,X,X,2019/1/29,,,,
10819,5981510,BANDAG INC,Martin,Martin G. Carver,Carver,2006,X,X,2019/1/29,,,,
27435,02744M10,AMERICAN MEDICAL SYSTMS HLDS,Martin,Martin J. Emerson,Emerson,2007,X,X,2019/1/29,,,,
27280,2687478,AMERICAN INTERNATIONAL GROUP,Martin,Martin John Sullivan,Sullivan,2007,X,X,2019/1/29,,,,
15715,60855410,MOLEX INC,Martin,Martin P. Slark,Slark,2013,X,X,2019/1/29,,,,
36916,5722410,BAKER HUGHES INC,Martin,Martin S. Craighead,Craighead,2016,https://twitter.com/MartinCraighead/following,MartinCraighead,2019/1/29,,,"not sure, one result only while the account is protected and has no tweet",
46214,47110910,JARDEN CORP,Martin,Martin Ellis Franklin,Franklin,2011,X,X,2019/1/29,,,,
36856,40204010,GUITAR CENTER INC,Marty,Marty P. Albertson,Albertson,2010,X,X,2019/1/29,,,,
51243,9779340,BONANZA CREEK ENERGY INC,Marvin,Marvin M. Chronister,Chronister,2014,X,X,2019/1/29,,,,
6469,72027910,PIER 1 IMPORTS INC/DE,Marvin,Marvin J. Girouard,Girouard,2006,https://twitter.com/GirouardMarvin,@GirouardMarvin,2019/1/29,,,"not sure, one result only while the account has no tweet & no followings",
31747,98885810,ZALE CORP,Mary,Mary E. Burton,Burton,2007,X,X,2019/1/29,,,,
15142,98885810,ZALE CORP,Mary,Mary L. Forte,Forte,2006,X,X,2019/1/29,,,,
39424,74993W00,READERS DIGEST ASSN INC,Mary,Mary G. Berner,Berner,2010,https://twitter.com/marygberner/followers,marygberner,2019/1/29,0,1,,
17865,52376810,LEE ENTERPRISES INC,Mary,Mary E. Junck,Junck,2015,https://twitter.com/maryjunck,maryjunck,2019/1/29,0,20,,
29303,35906A30,FRONTIER COMMUNICATIONS CORP,Mary,Mary Agnes Wilderotter,Wilderotter,2014,X,X,2019/1/29,,,,
20253,76775410,RITE AID CORP,Mary,Mary Frances Sammons,Sammons,2009,X,X,2019/1/29,,,,
35165,62299A00,MUFG AMERICAS HOLDINGS CORP,Masaaki,Masaaki Tanaka,Tanaka,2007,X,X,2019/1/29,,,,
46071,68372A10,OPENTABLE INC,Matthew,Matthew J. Roberts,Roberts,2013,X,X,2019/1/29,,,"???,??????(????,??MUFG??:https://twitter.com/GeorgeTanakaRSM)",
42328,92532F10,VERTEX PHARMACEUTICALS INC,Matthew,Matthew W. Emmens,Emmens,2011,X,X,2019/1/29,,,,
38129,75657710,RED HAT INC,Matthew,Matthew Szulik,Szulik,2007,X,X,2019/1/29,,,,
27742,40399H00,GYMBOREE CORP,Matthew,Matthew K. McCauley,McCauley,2012,X,X,2019/1/29,,,,
45034,7373010,BEAM INC,Matthew,Matthew John Shattock,Shattock,2013,X,X,2019/1/29,,,,
22598,34484910,FOOT LOCKER INC,Matthew,Matthew D. Serra,Serra,2009,X,X,2019/1/29,,,,
16048,08499Z00,BURLINGTON NORTHERN SANTA FE,Matthew,Matthew K. Rose,Rose,2008,X,X,2019/1/29,,,,
29399,59814810,MIDWAY GAMES INC,Matthew,Matthew V. Booty,Booty,2008,https://twitter.com/mattbooty,mattbooty,2019/1/29,18,2,,
36569,43610610,HOLLYFRONTIER CORP,Matthew,Matthew P. Clifton,Clifton,2011,X,X,2019/1/29,,,,
43583,74112D10,PRESTIGE BRANDS HOLDINGS,Matthew,Matthew M. Mannelly,Mannelly,2014,X,X,2019/1/29,,,,
24913,45171310,IKON OFFICE SOLUTIONS,Matthew,Matthew J. Espe,Espe,2007,X,X,2019/1/29,,,,
31130,19421W10,COLLECTIVE BRANDS INC,Matthew,Matthew E. Rubel,Rubel,2010,X,X,2019/1/29,,,,
53093,45825N10,INTELIQUENT INC,Matthew,"Matthew Carter, Jr.","Carter, Jr.",2015,X,X,2019/1/29,,,,
10713,88830M10,TITAN INTERNATIONAL INC,Maurice,"Maurice Manning Taylor, Jr.","Taylor, Jr.",2016,X,X,2019/1/29,,,,
34888,56030510,MAIDENFORM BRANDS INC,Maurice,"Maurice S. Reznik, CPA","Reznik, CPA",2012,X,X,2019/1/29,,,,
51395,06777U10,BARNES & NOBLE EDUCATION INC,Max,Max J. Roberts,Roberts,2016,X,X,2019/1/29,,,,
53819,G5753U11,MAIDEN HOLDINGS LTD,Maximiliaan,Maximiliaan Gerard Caviet,Caviet,2008,X,X,2019/1/29,,,,
23870,21037110,CONSTELLATION ENERGY GRP INC,Mayo,"Mayo A. Shattuck, III","Shattuck, III",2011,https://twitter.com/MayoShattuck/followers,MayoShattuck,2019/1/29,0,0,,
36683,82968B10,SIRIUS XM HOLDINGS INC,Mel,Mel Karmazin,Karmazin,2012,https://twitter.com/MelKarmazin,MelKarmazin,2019/1/29,2,2,,
35324,19723610,COLUMBIA BANKING SYSTEM INC,Melanie,Melanie J. Dressel,Dressel,2016,X,X,2019/1/29,,,,
10444,88249110,TEXAS INDUSTRIES INC,Melvin,Melvin G. Brekhus,Brekhus,2012,X,X,2019/1/29,,,,
31855,01626K20,ALIMCO FINANCIAL CORP,Melvin,Melvin L. Keating,Keating,2007,X,X,2019/1/29,,,,
10986,89051610,TOOTSIE ROLL INDUSTRIES INC,Melvin,Melvin J. Gordon,Gordon,2013,X,X,2019/1/29,,,,
20487,63707110,NATIONAL OILWELL VARCO INC,Merrill,"Merrill A. Miller, Jr.","Miller, Jr.",2013,X,X,2019/1/29,,,,
37949,5389310,AVOCENT CORP,Michael,Michael J. Borman,Borman,2008,X,X,2019/1/29,,,,
36070,39762410,GREIF INC -CL A,Michael,Michael J. Gasser,Gasser,2011,X,X,2019/1/29,,,,
30322,G7127P10,PLATINUM UNDERWRITERS HLDG,Michael,Michael David Price,Price,2014,X,X,2019/1/29,,,,
44829,51476K10,LANDAUER INC,Michael,Michael T. Leatherman,Leatherman,2015,X,X,2019/1/29,,,,
53906,64704V10,NEW MEDIA INVESTMENT GROUP,Michael,Michael E. Reed,Reed,2013,X,X,2019/1/29,,,,
28884,12561W10,CLECO CORP,Michael,Michael H. Madison,Madison,2011,X,X,2019/1/29,,,,
35482,64805310,NEW PLAN EXCEL REALTY TR,Michael,Michael A. Carroll,Carroll,2009,X,X,2019/1/29,,,,
25879,14090910,CARAUSTAR INDUSTRIES INC,Michael,Michael J. Keough,Keough,2008,X,X,2019/1/29,,,,
18072,62899S93,NCO GROUP INC,Michael,Michael J. Barrist,Barrist,2010,X,X,2019/1/29,,,,
13312,05548J10,BJ'S WHOLESALE CLUB INC,Michael,Michael T. Wedge,Wedge,2006,X,X,2019/1/29,,,,
47701,12673P10,CA INC,Michael,Michael P. Gregoire,Gregoire,2016,X,X,2019/1/30,,,,
53753,16119P10,CHARTER COMMUNICATIONS INC,Michael,Michael J. Lovett,Lovett,2011,X,X,2019/1/30,,,,
25532,38821G10,GRANT PRIDECO INC,Michael,Michael McShane,McShane,2006,X,X,2019/1/30,,,,
50323,46124K10,INVENTIV GROUP HLDGS -REDH,Michael,Michael Adam Bell,Bell,2015,X,X,2019/1/30,,,,
43235,54142L10,LOGMEIN INC,Michael,Michael K. Simon,Simon,2015,https://twitter.com/XivelyMike/followers,XivelyMike,2019/1/30,0,0,"no twees, but this account follows @LogMeIn ?",
47765,23257720,CYNOSURE INC,Michael,Michael R. Davin,Davin,2016,X,X,2019/1/30,,,,
35403,32008D10,FIRST DATA CORP,Michael,Michael D. Capellas,Capellas,2009,https://twitter.com/MichaelCapellas,MichaelCapellas,2019/1/30,2,2,,
8392,85837510,STEIN MART INC,Michael,Michael D. Fisher,Fisher,2007,X,X,2019/1/30,,,,
25394,93114210,WALMART INC,Michael,Michael Terry Duke,Duke,2013,X,X,2019/1/30,,,,
29798,92904210,VORNADO REALTY TRUST,Michael,Michael D. Fascitelli,Fascitelli,2012,https://twitter.com/shiyari70,shiyari70,2019/1/30,0,0,"not sure, one result only",
41645,9970910,BORDERS GROUP INC,Michael,Michael J. Edwards,Edwards,2010,X,X,2019/1/30,,,,
21725,45660710,INDYMAC BANCORP INC,Michael,Michael W. Perry,Perry,2007,X,X,2019/1/30,,,,
48263,30281V10,FTD COMPANIES INC,Michael,Michael J. Soenen,Soenen,2007,X,X,2019/1/30,,,,
44156,62941060,NTN BUZZTIME INC,Michael,Michael J. Bush,Bush,2011,X,X,2019/1/30,,,,
30174,71940510,PHOTRONICS INC,Michael,Michael J. Luttati,Luttati,2008,X,X,2019/1/30,,,,
36513,25260310,DIAMOND FOODS INC,Michael,Michael J. Mendes,Mendes,2012,https://twitter.com/MichaelJ_Mendes,MichaelJ_Mendes,2019/1/30,11,1,,
36043,10969610,BRINKS CO,Michael,Michael Thomas Dan,Dan,2011,X,X,2019/1/30,,,,
45180,78375410,RYERSON HOLDING CORP,Michael,Michael C. Arnold,Arnold,2014,X,X,2019/1/30,,,,
23329,35610810,FREDS INC,Michael,Michael J. Hayes,Hayes,2008,X,X,2019/1/30,,,,
31913,31358610,FANNIE MAE,Michael,Michael J. Williams,Williams,2011,X,X,2019/1/30,,,,
9601,48517030,KANSAS CITY SOUTHERN,Michael,Michael R. Haverty,Haverty,2010,X,X,2019/1/20,X,X,,
48167,51476K10,LANDAUER INC,Michael,Michael P. Kaminski,Kaminski,2016,X,X,2019/1/20,X,X,,
17739,91116310,UNITED NATURAL FOODS INC,Michael,Michael S. Funk,Funk,2008,X,X,2019/1/20,X,X,,
4912,72447910,PITNEY BOWES INC,Michael,Michael J. Critelli,Critelli,2006,https://twitter.com/mjcritelli,mjcritelli,2019/1/20,0,20,,
32776,12642640,CT COMMUNICATIONS INC,Michael,Michael R. Coltrane,Coltrane,2006,X,X,2019/1/20,X,X,,
32789,14841130,CASTLE (A M) & CO,Michael,Michael H. Goldberg,Goldberg,2012,X,X,2019/1/20,X,X,,
22875,4238410,ARMSTRONG HOLDINGS INC,Michael,Michael D. Lockhart,Lockhart,2006,X,X,2019/1/20,X,X,,
14640,88077010,TERADYNE INC,Michael,Michael A. Bradley,Bradley,2013,X,X,2019/1/20,X,X,,
42818,58470H10,MEDIFAST INC,Michael,Michael S. McDevitt,McDevitt,2011,https://twitter.com/mike_mcdevitt,mike_mcdevitt,2019/1/20,20,0,???Terra's Kitchen ?CEO?????Terra's Kitchen???tweet?????????,
35981,88076W10,TERADATA CORP,Michael,Michael F. Koehler,Koehler,2015,X,X,2019/1/20,X,X,,
23100,90116610,TWEEN BRANDS INC,Michael,Michael W. Rayden,Rayden,2008,X,X,2019/1/20,X,X,,
45571,58470H10,MEDIFAST INC,Michael,Michael C. MacDonald,MacDonald,2016,X,X,2019/1/20,X,X,,
19810,03937R10,ARCH CHEMICALS INC,Michael,Michael E. Campbell,Campbell,2010,X,X,2019/1/20,X,X,,
55572,28522910,ELECTRO SCIENTIFIC INDS INC,Michael,Michael D. Burger,Burger,2016,X,X,2019/1/20,X,X,,
45541,78423R10,SHFL ENTERTAINMENT INC,Michael,Michael Gavin Isaacs,Isaacs,2012,https://twitter.com/gavisaacs,Gavisaacs,2019/1/20,2,18,?????2015?1?????tweet??????????????personal related,
35273,71327810,PEP BOYS-MANNY MOE & JACK,Michael,Michael R. Odell,Odell,2014,X,X,2019/1/20,X,X,,
36850,50180330,LCA VISION INC,Michael,Michael J. Celebrezze,Celebrezze,2013,X,X,2019/1/20,X,X,,
16127,02209S10,ALTRIA GROUP INC,Michael,Michael E. Szymanczyk,Szymanczyk,2011,X,X,2019/1/20,X,X,,
45167,43610610,HOLLYFRONTIER CORP,Michael,Michael C. Jennings,Jennings,2015,X,X,2019/1/20,X,X,,
54822,23334L10,DSW INC,Michael,Michael R. MacDonald,MacDonald,2015,https://twitter.com/DSWMike_CEO,DSWMike_CEO,2019/1/20,0,20,,
35752,67069D10,NUTRISYSTEM INC,Michael,"Michael J. Hagan, CPA, CPA","Hagan, CPA, CPA",2007,X,X,2019/1/20,X,X,,
42439,03875Q10,ARBITRON INC,Michael,Michael P. Skarzynski,Skarzynski,2009,https://twitter.com/redliontech,redliontech,2019/1/20,0,20,,
33685,57685310,MATRIX SERVICE CO,Michael,Michael J. Bradley,Bradley,2011,X,X,2019/1/20,X,X,,
23815,92839U20,VISTEON CORP,Michael,Michael F. Johnston,Johnston,2007,X,X,2019/1/20,X,X,,
23779,79084910,ST JUDE MEDICAL INC,Michael,Michael T. Rousseau,Rousseau,2015,X,X,2019/1/20,X,X,,
23767,78590510,SABRE HOLDINGS CORP -CL A,Michael,Michael Sam Gilliland,Gilliland,2006,X,X,2019/1/20,X,X,,
23632,12640810,CSX CORP,Michael,Michael Jon Ward,Ward,2016,X,X,2019/1/20,X,X,,
19821,05453N10,AWARE INC,Michael,Michael A. Tzannes,Tzannes,2009,X,X,2019/1/20,X,X,,
23971,23355L10,DXC TECHNOLOGY COMPANY,Michael,Michael W. Laphen,Laphen,2011,X,X,2019/1/20,X,X,,
25882,98385710,X-RITE INC,Michael,Michael C. Ferrara,Ferrara,2006,X,X,2019/1/20,X,X,,
35229,96208T10,WEX INC,Michael,Michael E. Dubyak,Dubyak,2013,X,X,2019/1/20,X,X,,
27862,42856710,HIBBETT SPORTS INC,Michael,Michael J. Newsome,Newsome,2009,https://twitter.com/mickeynewsome,mickeynewsome,2019/1/20,0,0,??tweet??following???Hibbett sports????????,
38596,33643310,FIRST SOLAR INC,Michael,Michael J. Ahearn,Ahearn,2009,X,X,2019/1/20,X,X,,
20696,4313610,ARTHROCARE CORP,Michael,Michael A. Baker,Baker,2008,X,X,2019/1/20,X,X,,
15832,89109210,TORO CO,Michael,Michael J. Hoffman,Hoffman,2016,X,X,2019/1/20,X,X,,
11593,22410J10,CRACKER BARREL OLD CTRY STOR,Michael,Michael A. Woodhouse,Woodhouse,2011,X,X,2019/1/20,X,X,,
6562,77829610,ROSS STORES INC,Michael,Michael Balmuth,Balmuth,2013,X,X,2019/1/20,X,X,,
51131,12601V10,CMTSU LIQUIDATION INC,Michael,Michael J. Boustridge,Boustridge,2015,https://twitter.com/boustridge,boustridge,2019/1/20,0,0,,
49614,87150310,SYMANTEC CORP,Michael,Michael A. Brown,Brown,2015,X,X,2019/1/20,X,X,,
29139,00751Y10,ADVANCE AUTO PARTS INC,Michael,Michael N. Coppola,Coppola,2006,X,X,2019/1/20,X,X,,
6509,73282710,POPE & TALBOT INC,Michael,Michael Flannery,Flannery,2006,X,X,2019/1/20,X,X,,
14300,44485910,HUMANA INC,Michael,Michael B. McCallister,McCallister,2012,X,X,2019/1/20,X,X,,
44584,02076X10,ALPHA NATURAL RESOURCES INC,Michael,Michael J. Quillen,Quillen,2008,X,X,2019/1/20,X,X,,
48986,86074Q10,STILLWATER MINING CO,Michael,"Michael James W. McMullen, B.Sc (Geology)","McMullen, B.Sc (Geol",2016,X,X,2019/1/22,X,X,,
